# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type
11/03/2018 07:12:29,Class A,218176000,56.098993,10.336658,Under way using engine,0.0,8.7,331.8,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:12:31,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,309.0,109,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:12:38,Class A,218176000,56.099312,10.336353,Under way using engine,0.0,8.7,331.7,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:12:40,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,4.0,109,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:12:48,Class A,218176000,56.099700,10.335983,Under way using engine,0.0,8.6,331.6,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:12:50,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,19.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:12:58,Class A,218176000,56.100058,10.335643,Under way using engine,0.0,8.6,331.7,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:13:00,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,49.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:13:04,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,49.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:13:09,Class A,218176000,56.100413,10.335303,Under way using engine,0.0,8.6,331.6,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:13:09,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,339.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:13:17,Class A,218176000,56.100732,10.334995,Under way using engine,0.0,8.6,331.6,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:13:20,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,6.0,109,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:13:29,Class A,218176000,56.101120,10.334623,Under way using engine,0.0,8.6,331.8,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:13:31,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,4.0,109,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:13:38,Class A,218176000,56.101440,10.334318,Under way using engine,0.0,8.7,331.8,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:13:40,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,233.0,109,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:13:48,Class A,218176000,56.101830,10.333947,Under way using engine,0.0,8.7,331.7,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:13:50,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,339.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:13:58,Class A,218176000,56.102150,10.333643,Under way using engine,0.0,8.7,331.8,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:14:00,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,344.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:14:09,Class A,218176000,56.102545,10.333270,Under way using engine,0.0,8.7,331.9,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:14:10,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,14.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:14:17,Class A,218176000,56.102867,10.332967,Under way using engine,0.0,8.7,332.0,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:14:20,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,258.0,109,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:14:29,Class A,218176000,56.103257,10.332593,Under way using engine,0.0,8.7,331.8,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:14:31,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,24.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:14:38,Class A,218176000,56.103580,10.332285,Under way using engine,0.0,8.7,331.8,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:14:40,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,12.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:14:48,Class A,218176000,56.103972,10.331908,Under way using engine,0.0,8.7,331.5,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:14:50,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,354.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:14:58,Class A,218176000,56.104292,10.331602,Under way using engine,0.0,8.7,331.7,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:15:00,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,2.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:15:09,Class A,218176000,56.104685,10.331230,Under way using engine,0.0,8.7,332.1,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:15:10,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,12.0,109,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:15:18,Class A,218176000,56.105040,10.330895,Under way using engine,0.0,8.7,332.0,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:15:20,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,220.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:15:29,Class A,218176000,56.105398,10.330555,Under way using engine,0.0,8.7,331.9,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:15:30,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,33.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:15:38,Class A,218176000,56.105718,10.330247,Under way using engine,0.0,8.7,331.8,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:15:40,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,266.0,109,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:15:48,Class A,218176000,56.106110,10.329872,Under way using engine,0.0,8.7,331.9,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:15:51,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,228.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:15:58,Class A,218176000,56.106430,10.329570,Under way using engine,0.0,8.7,332.1,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:16:00,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,10.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:16:09,Class A,218176000,56.106822,10.329188,Under way using engine,0.0,8.7,331.8,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:16:10,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,223.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:16:18,Class A,218176000,56.107177,10.328845,Under way using engine,0.0,8.7,331.8,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:16:20,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,17.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:16:29,Class A,218176000,56.107532,10.328507,Under way using engine,0.0,8.7,331.8,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:16:30,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,304.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:16:39,Class A,218176000,56.107887,10.328168,Under way using engine,0.0,8.7,331.7,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:16:40,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,228.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:16:48,Class A,218176000,56.108237,10.327837,Under way using engine,0.0,8.7,331.3,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:16:51,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,228.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:16:58,Class A,218176000,56.108545,10.327543,Under way using engine,0.0,8.7,331.3,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:17:00,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,351.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:17:08,Class A,218176000,56.108545,10.327543,Under way using engine,0.0,8.7,331.3,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:17:09,Class A,218176000,56.108935,10.327175,Under way using engine,0.0,8.7,331.6,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:17:10,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,10.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:17:18,Class A,218176000,56.109292,10.326837,Under way using engine,0.0,8.7,331.9,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:17:19,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,354.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:17:29,Class A,218176000,56.109650,10.326495,Under way using engine,0.0,8.7,331.9,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:17:30,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,359.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:17:39,Class A,218176000,56.110007,10.326157,Under way using engine,0.0,8.7,331.7,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:17:40,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,353.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:17:48,Class A,218176000,56.110327,10.325845,Under way using engine,0.0,8.7,331.8,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:17:51,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,350.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:17:57,Class A,218176000,56.110682,10.325505,Under way using engine,0.0,8.7,332.0,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:18:00,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,224.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:18:07,Class A,218176000,56.111037,10.325163,Under way using engine,0.0,8.7,332.1,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:18:10,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,21.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:18:18,Class A,218176000,56.111428,10.324790,Under way using engine,0.0,8.7,331.9,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:18:19,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,344.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:18:28,Class A,218176000,56.111783,10.324453,Under way using engine,0.0,8.6,332.4,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:18:30,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,342.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:18:39,Class A,218176000,56.112138,10.324115,Under way using engine,0.0,8.6,332.3,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:18:40,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,341.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:18:48,Class A,218176000,56.112458,10.323812,Under way using engine,0.0,8.6,332.1,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:18:51,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,338.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:18:57,Class A,218176000,56.112813,10.323472,Under way using engine,0.0,8.6,331.8,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:19:00,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,306.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:19:05,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,306.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:19:07,Class A,218176000,56.113168,10.323133,Under way using engine,0.0,8.6,331.6,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:19:11,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,23.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:19:17,Class A,218176000,56.113523,10.322800,Under way using engine,0.0,8.6,331.9,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:19:19,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,10.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:19:28,Class A,218176000,56.113915,10.322435,Under way using engine,0.0,8.6,331.9,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:19:30,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,5.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:19:39,Class A,218176000,56.114265,10.322098,Under way using engine,0.0,8.6,332.3,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:19:40,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,227.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:19:48,Class A,218176000,56.114583,10.321803,Under way using engine,0.0,8.6,332.5,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:19:51,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,5.0,111,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:19:57,Class A,218176000,56.114938,10.321467,Under way using engine,0.0,8.6,332.3,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
